Titanic passager,Status,Disembarked at,Home Country,Age,Year of Birth,Crew or Passenger?,Gender,Class / Department,Embarked,Job,Job details,Ticket Number,Fare Price,Profile on Encyclopedia Titanica
"BENTHAM, Miss Lillian W.",Survivor,Not Disembarked,United States,19,1892,Passenger,Female,2nd Class,Southampton,,,28404,£13,http://www.encyclopedia-titanica.org/titanic-survivor/lillian-bentham.html
"BUSS, Miss Kate",Survivor,Not Disembarked,England,36,1875,Passenger,Female,2nd Class,Southampton,,,27849,£13,http://www.encyclopedia-titanica.org/titanic-survivor/kate-buss.html
"BYSTRöM, Mrs Karolina",Survivor,Not Disembarked,United States,40,1872,Passenger,Female,2nd Class,Southampton,,,236852,£13,http://www.encyclopedia-titanica.org/titanic-survivor/karolina-bystrom.html
"DAVIS, Miss Mary",Survivor,Not Disembarked,England,28,1883,Passenger,Female,2nd Class,Southampton,,,237668,£13,http://www.encyclopedia-titanica.org/titanic-survivor/mary-davis.html
"GARSIDE, Miss Ethel",Survivor,Not Disembarked,,34,1878,Passenger,Female,2nd Class,Southampton,,,243880,£13,http://www.encyclopedia-titanica.org/titanic-survivor/ethel-garside.html
"PINSKY, Mrs Rosa",Survivor,Not Disembarked,,32,1880,Passenger,Female,2nd Class,Southampton,,,234604,£13,http://www.encyclopedia-titanica.org/titanic-survivor/rosa-pinsky.html
"REYNALDS, Sra. Encarnación",Survivor,Not Disembarked,Spain,28,1884,Passenger,Female,2nd Class,Southampton,,,230434,£13,http://www.encyclopedia-titanica.org/titanic-survivor/encarnacion-reynaldo.html
"SILVéN, Miss Lyyli Karoliina",Survivor,Not Disembarked,Finland,17,1894,Passenger,Female,2nd Class,Southampton,,,250652,£13,http://www.encyclopedia-titanica.org/titanic-survivor/lyyli-karoliina-silven.html
"SINKKONEN, Miss Anna",Survivor,Not Disembarked,United States,29,1882,Passenger,Female,2nd Class,Southampton,,,250648,£13,http://www.encyclopedia-titanica.org/titanic-survivor/anna-sinkkonen.html
"SMITH, Miss Marion Elsie",Survivor,Not Disembarked,England,39,1863,Passenger,Female,2nd Class,Southampton,,,31418,£13,http://www.encyclopedia-titanica.org/titanic-survivor/marion-elsie-smith.html
"WEBBER, Miss Susan",Survivor,Not Disembarked,England,37,1874,Passenger,Female,2nd Class,Southampton,,,27267,£13,http://www.encyclopedia-titanica.org/titanic-survivor/susan-webber.html
"WILHELMS, Mr Charles",Survivor,Not Disembarked,England,32,1880,Passenger,Male,2nd Class,Southampton,,,244270,£13,http://www.encyclopedia-titanica.org/titanic-survivor/charles-wilhelms.html
"ASHBY, Mr John",Victim,Not Disembarked,United States,57,1855,Passenger,Male,2nd Class,Southampton,,,244346,£13,http://www.encyclopedia-titanica.org/titanic-victim/john-ashby.html
"BERRIMAN, Mr William John",Victim,Not Disembarked,England,23,1889,Passenger,Male,2nd Class,Southampton,,,28425,£13,http://www.encyclopedia-titanica.org/titanic-victim/william-john-berriman.html
"BOTSFORD, Mr William Hull",Victim,Not Disembarked,United States,25,1886,Passenger,Male,2nd Class,Southampton,,,237670,£13,http://www.encyclopedia-titanica.org/titanic-victim/william-hull-botsford.html
"BRITO, Mr José Joaquim de",Victim,Not Disembarked,,32,1880,Passenger,Male,2nd Class,Southampton,,,244360,£13,http://www.encyclopedia-titanica.org/titanic-victim/jose-joaquim-de-brito.html
"COLLANDER, Mr Erik Gustaf",Victim,Not Disembarked,Finland,27,1884,Passenger,Male,2nd Class,Southampton,,,248740,£13,http://www.encyclopedia-titanica.org/titanic-victim/erik-gustaf-collander.html
"EITEMILLER, Mr George Floyd",Victim,Not Disembarked,England,23,1889,Passenger,Male,2nd Class,Southampton,,,29751,£13,http://www.encyclopedia-titanica.org/titanic-victim/george-floyd-eitemiller.html
"ENANDER, Mr Ingvar",Victim,Not Disembarked,Sweden,21,1890,Passenger,Male,2nd Class,Southampton,,,236854,£13,http://www.encyclopedia-titanica.org/titanic-victim/ingvar-enander.html
"FAHLSTRøM, Mr Arne Joma",Victim,Not Disembarked,Norway,18,1893,Passenger,Male,2nd Class,Southampton,,,236171,£13,http://www.encyclopedia-titanica.org/titanic-victim/arne-joma-fahlstrom.html
"FOX, Mr Stanley Hubert",Victim,Not Disembarked,United States,38,1874,Passenger,Male,2nd Class,Southampton,,,229236,£13,http://www.encyclopedia-titanica.org/titanic-victim/stanley-hubert-fox.html
"GIVARD, Mr Hans Kristensen",Victim,Not Disembarked,Argentina,30,1882,Passenger,Male,2nd Class,Southampton,,,250646,£13,http://www.encyclopedia-titanica.org/titanic-victim/hans-kristensen-givard.html
"GREENBERG, Mr Samuel",Victim,Not Disembarked,South Africa,52,1860,Passenger,Male,2nd Class,Southampton,,,250647,£13,http://www.encyclopedia-titanica.org/titanic-victim/samuel-greenberg.html
"HILTUNEN, Miss Marta",Victim,Not Disembarked,Finland,18,1894,Passenger,Female,2nd Class,Southampton,,,250650,£13,http://www.encyclopedia-titanica.org/titanic-victim/marta-hiltunen.html
"PONESELL, Mr Martin",Victim,Not Disembarked,England,24,1888,Passenger,Male,2nd Class,Southampton,,,250647,£13,http://www.encyclopedia-titanica.org/titanic-victim/martin-ponesell.html
"SCHMIDT, Mr August",Victim,Not Disembarked,United States,26,1886,Passenger,Male,2nd Class,Southampton,,,248659,£13,http://www.encyclopedia-titanica.org/titanic-victim/august-schmidt.html
"SEDGWICK, Mr Charles Frederick Waddington",Victim,Not Disembarked,England,25,1887,Passenger,Male,2nd Class,Southampton,,,244361,£13,http://www.encyclopedia-titanica.org/titanic-victim/charles-sedgwick.html
"VEAL, Mr James",Victim,Not Disembarked,United States,40,1871,Passenger,Male,2nd Class,Southampton,,,28221,£13,http://www.encyclopedia-titanica.org/titanic-victim/james-veal.html
"YVOIS, Miss Henriette",Victim,Not Disembarked,France,24,1888,Passenger,Female,2nd Class,Southampton,,,248747,£13,http://www.encyclopedia-titanica.org/titanic-victim/henriette-yvois.html
"NORMAN, Mr Robert Douglas",Victim,Not Disembarked,Scotland,28,1884,Passenger,Male,2nd Class,Southampton,Electrical Engineer,Electrical Engineer,218629,£13 10s,http://www.encyclopedia-titanica.org/titanic-victim/robert-douglas-norman.html
"MCCRAE, Mr Arthur Gordon",Victim,Not Disembarked,Australia,32,1880,Passenger,Male,2nd Class,Southampton,Engineer,Engineer,237216,£13 10s,http://www.encyclopedia-titanica.org/titanic-victim/arthur-mccrae.html
"KELLY, Mrs Fanny Maria",Survivor,Not Disembarked,England,45,1863,Passenger,Female,2nd Class,Southampton,,,223596,£13 10s,http://www.encyclopedia-titanica.org/titanic-survivor/fannie-kelly.html
"WRIGHT, Miss Marion",Survivor,Not Disembarked,England,26,1885,Passenger,Female,2nd Class,Southampton,,,220844,£13 10s,http://www.encyclopedia-titanica.org/titanic-survivor/marion-wright.html
"CHAPMAN, Mr Charles Henry",Victim,Not Disembarked,United States,52,1860,Passenger,Male,2nd Class,Southampton,,,248731,£13 10s,http://www.encyclopedia-titanica.org/titanic-victim/charles-henry-chapman.html
"GILES, Mr Ralph",Victim,Not Disembarked,England,24,1887,Passenger,Male,2nd Class,Southampton,,,248726,£13 10s,http://www.encyclopedia-titanica.org/titanic-victim/ralph-giles.html
"SJöSTEDT, Mr Ernst Adolf",Victim,Not Disembarked,Sweden,59,1852,Passenger,Male,2nd Class,Southampton,,,237442,£13 10s,http://www.encyclopedia-titanica.org/titanic-victim/ernst-adolf-sjostedt.html
"JERWAN, Mrs Marie Marthe",Survivor,Not Disembarked,United States,23,1888,Passenger,Female,2nd Class,Cherbourg,,,541,£13 15s 10d,http://www.encyclopedia-titanica.org/titanic-survivor/marie-marthe-jerwan.html
"PEACOCK, Master Alfred Edward",Victim,Not Disembarked,,0.58,1911,Passenger,Male,3rd Class,Southampton,,,3101315,£13 15s 6d,http://www.encyclopedia-titanica.org/titanic-victim/alfred-edward-peacock.html
"PEACOCK, Miss Treasteall",Victim,Not Disembarked,,3,1908,Passenger,Female,3rd Class,Southampton,,,3101315,£13 15s 6d,http://www.encyclopedia-titanica.org/titanic-victim/treasteall-peacock.html
"PEACOCK, Mrs Edith",Victim,Not Disembarked,,26,1886,Passenger,Female,3rd Class,Southampton,,,3101315,£13 15s 6d,http://www.encyclopedia-titanica.org/titanic-victim/edith-peacock.html
"DURáN I MONé, Sra. Florentina",Survivor,Not Disembarked,Spain,30,1882,Passenger,Female,2nd Class,Cherbourg,,,2148,£13 17s 2d,http://www.encyclopedia-titanica.org/titanic-survivor/florentina-duran-y-more.html
"DURAN Y MORE, Sra. Asuncion",Survivor,Not Disembarked,Spain,27,1885,Passenger,Female,2nd Class,Cherbourg,,,2149,£13 17s 2d,http://www.encyclopedia-titanica.org/titanic-survivor/asuncion-duran-y-more.html
"PALLàS I CASTELLó, Sr. Emili",Survivor,Not Disembarked,Spain,29,1883,Passenger,Male,2nd Class,Cherbourg,,,2147,£13 17s 2d,http://www.encyclopedia-titanica.org/titanic-survivor/emilio-pallas-y-castello.html
"PADRON MANENT, Mr Julian",Survivor,Not Disembarked,Spain,26,1885,Passenger,Male,2nd Class,Cherbourg,Chauffeur,Chauffeur,2146,£13 17s 3d,http://www.encyclopedia-titanica.org/titanic-survivor/julian-padron-manent.html
"NOURNEY, Mr Alfred",Survivor,Not Disembarked,Germany,20,1892,Passenger,Male,1st Class,Cherbourg,Gentleman,Gentleman,2166,£13 17s 3d,http://www.encyclopedia-titanica.org/titanic-survivor/alfred-nourney.html
"DYKER, Mr Adolf Fredrik",Victim,Not Disembarked,United States,23,1889,Passenger,Male,3rd Class,Southampton,General Labourer,General Labourer,347072,£13 18s,http://www.encyclopedia-titanica.org/titanic-victim/adolf-fredrik-dyker.html
"DYKER, Mrs Anna Elisabeth Judith",Survivor,Not Disembarked,United States,22,1889,Passenger,Female,3rd Class,Southampton,,,347072,£13 18s,http://www.encyclopedia-titanica.org/titanic-survivor/anna-elisabeth-judith-dyker.html
"KARUN, Mr Franz",Survivor,Not Disembarked,United States,39,1872,Passenger,Male,3rd Class,Cherbourg,Hotelier,Hotelier,349256,£13 8s 4d,http://www.encyclopedia-titanica.org/titanic-survivor/franz-karun.html
"KARUN, Miss Manca",Survivor,Not Disembarked,,4,1907,Passenger,Female,3rd Class,Cherbourg,,,349256,£13 8s 4d,http://www.encyclopedia-titanica.org/titanic-survivor/manca-karun.html
"FRAUENTHAL, Dr Henry William",Survivor,Not Disembarked,United States,49,1863,Passenger,Male,1st Class,Southampton,Doctor,Doctor,17611,£133 13s,http://www.encyclopedia-titanica.org/titanic-survivor/henry-william-frauenthal.html
"FRAUENTHAL, Mrs Clara",Survivor,Not Disembarked,United States,42,1869,Passenger,Female,1st Class,Southampton,,,17611,£133 13s,http://www.encyclopedia-titanica.org/titanic-survivor/clara-frauenthal.html
"BURNS, Miss Elizabeth Margaret",Survivor,Not Disembarked,,41,1870,Passenger,Female,1st Class,Cherbourg,Nursemaid,Nursemaid,16966,£134 10s,http://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-burns.html
"WILSON, Miss Helen Alice",Survivor,Not Disembarked,,31,1881,Passenger,Female,1st Class,Cherbourg,Personal Maid,Personal Maid,16966,£134 10s,http://www.encyclopedia-titanica.org/titanic-survivor/helen-wilson.html
"SPEDDEN, Master Robert Douglas",Survivor,Not Disembarked,United States,6,1905,Passenger,Male,1st Class,Cherbourg,,,16966,£134 10s,http://www.encyclopedia-titanica.org/titanic-survivor/robert-douglas-spedden.html
"SPEDDEN, Mr Frederic Oakley",Survivor,Not Disembarked,United States,45,1867,Passenger,Male,1st Class,Cherbourg,,,16966,£134 10s,http://www.encyclopedia-titanica.org/titanic-survivor/frederic-oakley-spedden.html
"SPEDDEN, Mrs Margaretta Corning",Survivor,Not Disembarked,United States,39,1872,Passenger,Female,1st Class,Cherbourg,,,16966,£134 10s,http://www.encyclopedia-titanica.org/titanic-survivor/margaretta-corning-spedden.html
"RIGHINI, Mr Sante",Victim,Not Disembarked,,22,1890,Passenger,Male,1st Class,Cherbourg,Servant,Servant,17760,£135 12s 8d,http://www.encyclopedia-titanica.org/titanic-victim/sante-righini.html
"WHITE, Mrs Ella",Survivor,Not Disembarked,,55,1857,Passenger,Female,1st Class,Cherbourg,,,17760,£135 12s 8d,http://www.encyclopedia-titanica.org/titanic-survivor/ella-white.html
"YOUNG, Miss Marie Grice",Survivor,Not Disembarked,United States,36,1876,Passenger,Female,1st Class,Cherbourg,,,17760,£135 12s 8d,http://www.encyclopedia-titanica.org/titanic-survivor/marie-grice-young.html
"CLARK, Mrs Virginia Estelle",Survivor,Not Disembarked,United States,26,1885,Passenger,Female,1st Class,Cherbourg,,,13508,£136 15s 7d,http://www.encyclopedia-titanica.org/titanic-survivor/virginia-clark.html
"CLARK, Mr Walter Miller",Victim,Not Disembarked,United States,27,1884,Passenger,Male,1st Class,Cherbourg,,,13508,£136 15s 7d,http://www.encyclopedia-titanica.org/titanic-victim/walter-miller-clark.html
"MORAWECK, Dr Ernest",Victim,Not Disembarked,United States,54,1858,Passenger,Male,2nd Class,Southampton,Doctor,Doctor,29011,£14,http://www.encyclopedia-titanica.org/titanic-victim/ernest-moraweck.html
"RISIEN, Mr Samuel Beard",Victim,Not Disembarked,England,69,1842,Passenger,Male,3rd Class,Southampton,Hotelier,Hotelier,364498,£14 10s,http://www.encyclopedia-titanica.org/titanic-victim/samuel-beard-risien.html
"ROBINS, Mr Alexander A.",Victim,Not Disembarked,England,50,1861,Passenger,Male,3rd Class,Southampton,Mason,Mason,3337,£14 10s,http://www.encyclopedia-titanica.org/titanic-victim/alexander-robins.html
"GARFIRTH, Mr John",Victim,Not Disembarked,England,21,1891,Passenger,Male,3rd Class,Southampton,Shoemaker,Shoemaker,358585,£14 10s,http://www.encyclopedia-titanica.org/titanic-victim/john-garfirth.html
"PATCHETT, Mr George",Victim,Not Disembarked,England,19,1893,Passenger,Male,3rd Class,Southampton,Shoemaker,Shoemaker,358585,£14 10s,http://www.encyclopedia-titanica.org/titanic-victim/george-patchett.html
"HäMäLäINEN, Master Viljo Unto Johannes",Survivor,Not Disembarked,United States,0.58,1911,Passenger,Male,2nd Class,Southampton,,,250649,£14 10s,http://www.encyclopedia-titanica.org/titanic-survivor/viljo-hamalainen.html
"HäMäLäINEN, Mrs Anna",Survivor,Not Disembarked,United States,23,1889,Passenger,Female,2nd Class,Southampton,,,250649,£14 10s,http://www.encyclopedia-titanica.org/titanic-survivor/anna-hamalainen.html
"RISIEN, Mrs Emma",Victim,Not Disembarked,England,58,1854,Passenger,Female,3rd Class,Southampton,,,364498,£14 10s,http://www.encyclopedia-titanica.org/titanic-victim/emma-risien.html
"ROBINS, Mrs Grace Charity",Victim,Not Disembarked,England,47,1865,Passenger,Female,3rd Class,Southampton,,,3337,£14 10s,http://www.encyclopedia-titanica.org/titanic-victim/grace-charity-robins.html
"VAN BILLIARD, Master James William",Victim,Not Disembarked,England,10,1901,Passenger,Male,3rd Class,Southampton,,,851,£14 10s,http://www.encyclopedia-titanica.org/titanic-victim/james-william-van-billiard.html
"VAN BILLIARD, Master Walter John",Victim,Not Disembarked,England,9,1903,Passenger,Male,3rd Class,Southampton,,,851,£14 10s,http://www.encyclopedia-titanica.org/titanic-victim/walter-john-van-billiard.html
"VAN BILLIARD, Mr Austin Blyler",Victim,Not Disembarked,England,35,1877,Passenger,Male,3rd Class,Southampton,,,851,£14 10s,http://www.encyclopedia-titanica.org/titanic-victim/austin-blyler-van-billiard.html
"HANSEN, Mr Claus Peter",Victim,Not Disembarked,United States,41,1871,Passenger,Male,3rd Class,Southampton,Barber,Barber,350026,£14 2s 2d,http://www.encyclopedia-titanica.org/titanic-victim/claus-peter-hansen.html
"HANSEN, Mrs Jennie Louise",Survivor,Not Disembarked,United States,45,1866,Passenger,Female,3rd Class,Southampton,,,350026,£14 2s 2d,http://www.encyclopedia-titanica.org/titanic-survivor/jennie-louise-hansen.html
"DANBOM, Mr Ernst Gilbert",Victim,Not Disembarked,Sweden,34,1877,Passenger,Male,3rd Class,Southampton,General Labourer,General Labourer,347080,£14 8s,http://www.encyclopedia-titanica.org/titanic-victim/ernst-gilbert-danbom.html
"DANBOM, Master Gilbert Sigvard Emanuel",Victim,Not Disembarked,Sweden,0.33,1911,Passenger,Male,3rd Class,Southampton,,,347080,£14 8s,http://www.encyclopedia-titanica.org/titanic-victim/gilbert-sigvard-emanuel-danbom.html
"DANBOM, Mrs Anna Sigrid Maria",Victim,Not Disembarked,Sweden,28,1884,Passenger,Female,3rd Class,Southampton,,,347080,£14 8s,http://www.encyclopedia-titanica.org/titanic-victim/anna-sigrid-maria-danbom.html
"KHALIL, Mr Betros",Victim,Not Disembarked,Lebanon,25,1887,Passenger,Male,3rd Class,Cherbourg,Farm Labourer,Farm Labourer,2660,£14 9s 1d,http://www.encyclopedia-titanica.org/titanic-victim/betros-khalil.html
"KHALIL, Mrs Zahie ""Maria""",Victim,Not Disembarked,Lebanon,20,1892,Passenger,Female,3rd Class,Cherbourg,Farm Labourer,Farm Labourer,2660,£14 9s 1d,http://www.encyclopedia-titanica.org/titanic-victim/zahie-maria-khalil.html
"CHRONOPOULOS, Mr Apostolos M.",Victim,Not Disembarked,,26,1886,Passenger,Male,3rd Class,Cherbourg,General Labourer,General Labourer,2680,£14 9s 1d,http://www.encyclopedia-titanica.org/titanic-victim/apostolos-chronopoulos.html
"CHRONOPOULOS, Mr Dimitrios M.",Victim,Not Disembarked,,21,1891,Passenger,Male,3rd Class,Cherbourg,General Labourer,General Labourer,2680,£14 9s 1d,http://www.encyclopedia-titanica.org/titanic-victim/dimitrios-chronopoulos.html
"YASBECK, Mr Antoni",Victim,Not Disembarked,Lebanon,27,1885,Passenger,Male,3rd Class,Cherbourg,General Labourer,General Labourer,2659,£14 9s 1d,http://www.encyclopedia-titanica.org/titanic-victim/antoni-yasbeck.html
"BARBARA, Miss Saiide",Victim,Not Disembarked,Lebanon,18,1894,Passenger,Female,3rd Class,Cherbourg,Housekeeper,Housekeeper,2691,£14 9s 1d,http://www.encyclopedia-titanica.org/titanic-victim/saiide-barbara.html
"BARBARA, Mrs Catherine David",Victim,Not Disembarked,Lebanon,45,1867,Passenger,Female,3rd Class,Cherbourg,Housekeeper,Housekeeper,2691,£14 9s 1d,http://www.encyclopedia-titanica.org/titanic-victim/catherine-david-barbara.html
"JABBUR (ZABOUR), Miss Hileni",Victim,Not Disembarked,,16,1896,Passenger,Female,3rd Class,Cherbourg,Housekeeper,Housekeeper,2665,£14 9s 1d,http://www.encyclopedia-titanica.org/titanic-victim/hileni-jabbur-zabour.html
"JABBUR (ZABOUR), Miss Thamine",Victim,Not Disembarked,,19,1893,Passenger,Female,3rd Class,Cherbourg,Housekeeper,Housekeeper,2665,£14 9s 1d,http://www.encyclopedia-titanica.org/titanic-victim/thamine-jabbur-zabour.html
"YAZBECK, Mrs Selini",Survivor,Not Disembarked,Lebanon,15,1896,Passenger,Female,3rd Class,Cherbourg,,,2659,£14 9s 1d,http://www.encyclopedia-titanica.org/titanic-survivor/selini-celiney-yazbeck.html
"CARAM, Mrs Maria Elias",Victim,Not Disembarked,Lebanon,18,1894,Passenger,Female,3rd Class,Cherbourg,Housekeeper,Housekeeper,2689,£14 9s 2d,http://www.encyclopedia-titanica.org/titanic-victim/maria-elias-caram.html
"CARAM, Mr Joseph",Victim,Not Disembarked,Canada,28,1884,Passenger,Male,3rd Class,Cherbourg,Merchant,Merchant,2689,£14 9s 2d,http://www.encyclopedia-titanica.org/titanic-victim/joseph-caram.html
